"","X","trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","is_fraud","logamt"
"4119",848969,"2019-12-15 10:14:57","fraud_Bashirian Group","shopping_net",93.97,"F","Atglen","PA",3066,"Product manager","1928-07-15",0,4.54297558239497
"4120",857330,"2019-12-16 17:19:01","fraud_Goldner-Lemke","entertainment",95.66,"F","Burrton","KS",1689,"Gaffer","1997-11-18",0,4.56080023825215
"4121",384742,"2019-06-25 08:24:56","fraud_Cummerata-Jones","gas_transport",40.96,"F","Rosewood","OH",133,"Professor Emeritus","1954-01-29",0,3.71259598073125
"4122",170165,"2019-03-31 00:09:50","fraud_Mohr Inc","shopping_pos",9.98,"M","Utica","KS",269,"Product/process development scientist","1962-11-11",0,2.30058309032337
"4123",784697,"2019-12-01 04:23:42","fraud_Schmitt Inc","gas_transport",66.36,"F","Sherman","TX",46563,"Systems developer","1970-09-11",0,4.19509446532224
"4124",867611,"2019-12-19 14:38:26","fraud_Ernser-Lynch","food_dining",147.51,"F","Stanchfield","MN",2607,"Lecturer, further education","1995-12-04",0,4.99389597009196
"4125",1010798,"2020-02-20 15:13:56","fraud_Runte-Mohr","food_dining",65.28,"F","Superior","AZ",2872,"Petroleum engineer","1987-10-28",0,4.17868571065585
"4126",1186292,"2020-05-10 21:19:13","fraud_Donnelly LLC","entertainment",91.03,"M","Thida","AR",111,"Careers information officer","2000-06-13",0,4.5111891225172
"4127",1058729,"2020-03-15 18:47:14","fraud_Emmerich-Rau","personal_care",1.8,"F","Mountain Center","CA",1661,"Therapist, music","1988-09-19",0,0.587786664902119
"4128",1255597,"2020-06-07 00:49:13","fraud_Cole PLC","grocery_pos",122.96,"F","Dunlevy","PA",427,"Mining engineer","1951-02-05",0,4.81185909923034
"4129",585507,"2019-09-05 15:15:56","fraud_Yost-Rogahn","personal_care",45.45,"F","Brandon","FL",79613,"Environmental consultant","1978-11-30",0,3.81661282062349
"4130",350843,"2019-06-13 22:38:24","fraud_Heller PLC","health_fitness",10.7,"M","Moorhead","MS",2870,"Chartered public finance accountant","1999-03-05",0,2.37024374146786
"4131",670395,"2019-10-13 01:59:55","fraud_Trantow PLC","grocery_net",88.76,"F","Saint Paul","MN",753116,"Fisheries officer","1971-08-06",0,4.48593609806439
"4132",676467,"2019-10-14 23:53:06","fraud_Hirthe-Beier","health_fitness",96.5,"M","Minneapolis","MN",1022298,"Chemical engineer","1976-09-29",0,4.56954300834494
"4133",640009,"2019-09-29 14:36:56","fraud_Baumbach Ltd","personal_care",126.8,"F","Thrall","TX",1766,"Press sub","1976-01-02",0,4.84261104200313
"4134",1190880,"2020-05-12 09:20:56","fraud_Pouros-Conroy","shopping_pos",5.98,"F","Haynes","AR",222,"Programmer, applications","1963-05-19",0,1.78842056796254
"4135",883153,"2019-12-22 19:22:16","fraud_Ernser-Feest","home",132.33,"M","Belmont","NH",7430,"Scientist, research (medical)","1955-01-13",0,4.88529880278496
"4136",57280,"2019-02-03 22:04:34","fraud_McCullough, Hudson and Schuster","food_dining",14.55,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",0,2.6775909936175
"4137",1126100,"2020-04-13 20:15:21","fraud_Lesch Ltd","shopping_pos",84.48,"F","Jelm","WY",100,"Public librarian","1974-04-16",0,4.43651481995795
"4138",748302,"2019-11-16 15:33:07","fraud_Labadie LLC","personal_care",14.52,"F","Fordoche","LA",1178,"Community education officer","1951-06-13",0,2.67552700939665
"4139",481839,"2019-07-29 20:17:35","fraud_Berge-Hills","kids_pets",15.34,"F","Henderson","WV",642,"Building services engineer","1946-08-30",0,2.73046379593911
"4140",991447,"2020-02-09 06:03:55","fraud_Welch, Rath and Koepp","entertainment",111.73,"F","Goreville","IL",3119,"Teacher, secondary school","1942-04-17",0,4.71608524655925
"4141",226808,"2019-04-24 19:20:26","fraud_Gleason and Sons","kids_pets",142.81,"F","Eugene","OR",191096,"Scientist, physiological","1964-04-06",0,4.96151507546484
"4142",880177,"2019-12-22 09:12:01","fraud_Lesch Ltd","shopping_pos",2.87,"M","Harborcreek","PA",2518,"Event organiser","1946-02-02",0,1.05431202977153
"4143",325030,"2019-06-03 23:47:01","fraud_Abbott-Steuber","personal_care",171.67,"M","Lamy","NM",923,"Public relations account executive","1964-06-22",0,5.14557402928284
"4144",986927,"2020-02-06 14:20:14","fraud_Prosacco, Kreiger and Kovacek","home",138.39,"F","Gibsonville","NC",12486,"Arboriculturist","1934-02-09",0,4.93007578623784
"4145",930202,"2020-01-04 16:38:22","fraud_Howe PLC","entertainment",52.17,"M","Lawrence","MA",76383,"Geoscientist","1985-04-04",0,3.9545076170343
"4146",153853,"2019-03-23 20:06:39","fraud_Kihn Inc","shopping_pos",5.06,"F","Westhampton Beach","NY",3255,"Financial trader","1978-07-08",0,1.62136648329937
"4147",1145489,"2020-04-21 23:17:57","fraud_Marvin-Lind","personal_care",7.13,"F","Goodrich","MI",6951,"Learning disability nurse","1985-06-18",0,1.9643112344262
"4148",1129529,"2020-04-14 22:29:30","fraud_Bins-Howell","personal_care",11.37,"F","Lakeport","CA",11256,"Podiatrist","1972-10-18",0,2.43097830776244
"4149",839005,"2019-12-13 09:44:52","fraud_Kuvalis Ltd","gas_transport",67.9,"F","Breesport","NY",520,"Psychotherapist","1991-10-13",0,4.21803603456465
"4150",46524,"2019-01-28 13:16:29","fraud_Swaniawski, Lowe and Robel","shopping_pos",1.33,"F","Thomas","WV",836,"Forensic psychologist","1981-08-29",0,0.285178942233662
"4151",169256,"2019-03-30 17:09:51","fraud_Mueller, Gerhold and Mueller","health_fitness",4.47,"M","Timberville","VA",4367,"Waste management officer","1962-04-12",0,1.49738840862548
"4152",19495,"2019-01-12 20:56:04","fraud_Boyer PLC","shopping_net",6.58,"F","Knoxville","TN",391389,"Designer, industrial/product","1994-04-22",0,1.88403474533723
"4153",897711,"2019-12-26 08:20:46","fraud_Morar Inc","grocery_net",24.11,"M","Sachse","TX",20328,"Site engineer","1985-06-20",0,3.18262669219308
"4154",134177,"2019-03-15 02:48:59","fraud_Bernhard Inc","gas_transport",73.36,"M","Grand Bay","AL",15647,"Armed forces logistics/support/administrative officer","1948-03-22",0,4.29537882794821
"4155",921686,"2019-12-30 23:05:47","fraud_Beier and Sons","home",49.21,"F","Marietta","SC",5648,"Museum/gallery exhibitions officer","1934-10-06",0,3.89609685487789
"4156",142062,"2019-03-18 03:33:52","fraud_Reilly, Heaney and Cole","gas_transport",83.33,"F","Sterling City","TX",1143,"Scientist, biomedical","1962-03-19",0,4.42280862839412
"4157",382597,"2019-06-24 15:15:52","fraud_Kutch-Ferry","home",59.39,"M","West Palm Beach","FL",459921,"Administrator, arts","1969-09-08",0,4.08412586202777
"4158",957569,"2020-01-19 23:39:58","fraud_Beier and Sons","home",43.5,"F","De Soto","KS",5760,"Chief Executive Officer","1978-10-01",0,3.77276093809464
"4159",1205795,"2020-05-19 00:10:16","fraud_Jones, Sawayn and Romaguera","misc_net",3.8,"M","Newton","NH",4603,"Therapist, music","1952-12-07",0,1.33500106673234
"4160",679271,"2019-10-16 19:44:58","fraud_Goyette-Gerhold","kids_pets",78.91,"F","Clarks Mills","PA",606,"Energy manager","1997-09-22",0,4.36830796253294
"4161",929369,"2020-01-04 06:53:30","fraud_Mosciski, Gislason and Mertz","grocery_pos",212.03,"F","Walnut Ridge","AR",7155,"Engineer, control and instrumentation","1977-03-23",0,5.35672777409446
"4162",321529,"2019-06-03 02:11:23","fraud_Goldner, Kovacek and Abbott","grocery_pos",58.93,"M","Pikesville","MD",33917,"Company secretary","1977-06-12",0,4.07635029884982
"4163",1141120,"2020-04-20 15:13:04","fraud_Monahan, Bogisich and Ledner","misc_pos",5.49,"F","Barneveld","NY",1684,"IT trainer","1994-03-01",0,1.70292825552144
"4164",1102623,"2020-04-03 22:34:01","fraud_Cartwright PLC","kids_pets",36.16,"F","Brandon","VT",5895,"Scientist, marine","1975-07-13",0,3.58795353552398
"4165",1089973,"2020-03-29 13:16:44","fraud_Adams-Barrows","health_fitness",61.58,"M","Gainesville","TX",26120,"Engineer, manufacturing","1954-01-06",0,4.12033714249635
"4166",721604,"2019-11-04 04:02:58","fraud_Mayert Group","shopping_pos",4.25,"M","Greenbush","VA",776,"Psychiatrist","1949-11-17",0,1.44691898293633
"4167",112895,"2019-03-04 22:38:17","fraud_Crona and Sons","kids_pets",99.04,"F","Goodrich","MI",6951,"Learning disability nurse","1985-06-18",0,4.59552380893629
"4168",877238,"2019-12-21 20:06:17","fraud_Wilkinson Ltd","entertainment",9.11,"M","Smackover","AR",2501,"Financial adviser","1986-06-11",0,2.20937271127187
"4169",800299,"2019-12-04 09:46:52","fraud_Denesik and Sons","shopping_pos",491.58,"M","June Lake","CA",633,"Health service manager","1927-09-09",0,6.19762469338178
"4170",1166921,"2020-05-02 09:55:16","fraud_Bernhard Inc","gas_transport",41.8,"F","Altair","TX",106,"Editor, film/video","1983-07-24",0,3.73289633953071
"4171",243412,"2019-05-02 06:27:46","fraud_Bauch-Raynor","grocery_pos",74.08,"F","Esbon","KS",242,"Tourism officer","1987-07-18",0,4.30514559033792
"4172",283160,"2019-05-19 18:53:00","fraud_Schoen, Nienow and Bauch","personal_care",6.15,"F","Sutherland","NE",1789,"Insurance broker","1982-02-11",0,1.81645208181843
"4173",411342,"2019-07-05 15:45:30","fraud_Larkin, Stracke and Greenfelder","entertainment",44.61,"M","Muskegon","MI",128715,"Historic buildings inspector/conservation officer","1995-05-25",0,3.79795804914017
"4174",508768,"2019-08-08 23:36:01","fraud_Mayert Group","shopping_pos",97.2,"M","Gretna","LA",55581,"Biomedical scientist","1972-09-12",0,4.57677071146639
"4175",320377,"2019-06-02 19:37:25","fraud_Runolfsdottir, Mueller and Hand","entertainment",93.09,"F","Bauxite","AR",4074,"Scientist, audiological","1975-12-20",0,4.5335667671284
"4176",728245,"2019-11-07 13:17:04","fraud_Zboncak LLC","food_dining",19.86,"F","Roosevelt","OK",551,"Amenity horticulturist","1970-09-27",0,2.98870765861703
"4177",846292,"2019-12-14 21:58:49","fraud_Simonis-Prohaska","misc_pos",36.01,"F","Altonah","UT",302,"Sales professional, IT","1990-01-17",0,3.58379667766078
"4178",1284970,"2020-06-16 14:45:56","fraud_Bahringer, Schoen and Corkery","shopping_pos",5.26,"F","Oolitic","IN",1228,"Counsellor","1991-03-13",0,1.66013102674962
"4179",1139592,"2020-04-20 02:10:57","fraud_Ernser-Lynch","food_dining",51.51,"M","Paulding","OH",6284,"Secondary school teacher","1936-03-27",0,3.94177596357749
"4180",50607,"2019-01-30 11:29:43","fraud_Doyle Ltd","grocery_pos",92.89,"M","Pembroke","NC",14783,"Hospital doctor","1955-11-07",0,4.53141599739943
"4181",1068,"2019-01-01 13:14:00","fraud_Mante, Luettgen and Hackett","health_fitness",74.06,"M","Shippingport","PA",198,"Secretary/administrator","1978-10-26",0,4.30487557548547
"4182",1199248,"2020-05-16 17:11:48","fraud_Bins-Howell","personal_care",74.92,"F","Grandview","TX",5875,"Radiographer, therapeutic","1992-07-24",0,4.31642087757589
"4183",281675,"2019-05-19 07:58:57","fraud_Stoltenberg-Beatty","shopping_pos",6.57,"F","Greenwood","IN",78968,"Financial adviser","1968-02-10",0,1.88251383249652
"4184",645525,"2019-10-01 16:45:21","fraud_Larkin Ltd","kids_pets",90,"M","Fayetteville","NC",238602,"Scientist, research (maths)","1993-05-14",0,4.49980967033027
"4185",56736,"2019-02-03 16:30:48","fraud_Streich, Dietrich and Barton","shopping_net",5.32,"F","Bowersville","OH",338,"Quantity surveyor","1988-07-28",0,1.67147330335355
"4186",1229715,"2020-05-28 13:19:30","fraud_Pouros-Conroy","shopping_pos",1.41,"F","Moundsville","WV",16183,"Physiotherapist","1977-08-12",0,0.343589704390077
"4187",754579,"2019-11-18 16:10:41","fraud_Zulauf LLC","personal_care",38.83,"F","Munith","MI",2523,"Geophysicist/field seismologist","1988-03-21",0,3.65919314374358
"4188",118811,"2019-03-08 10:16:52","fraud_Heller-Abshire","grocery_net",95.41,"F","Saint Amant","LA",10076,"Surveyor, rural practice","1977-12-16",0,4.55818339476375
"4189",77297,"2019-02-15 13:08:23","fraud_Hettinger, McCullough and Fay","home",89.74,"F","Creedmoor","NC",12335,"Chief Strategy Officer","1987-09-19",0,4.49691660054784
"4190",803590,"2019-12-05 08:12:10","fraud_Connelly, Reichert and Fritsch","gas_transport",71.43,"F","Birmingham","IA",888,"Camera operator","1988-03-25",0,4.26871794916688
"4191",742646,"2019-11-13 19:11:39","fraud_Ritchie, Bradtke and Stiedemann","travel",429.71,"M","Carroll","NE",566,"Metallurgist","1975-01-26",0,6.06311056256043
"4192",67025,"2019-02-09 17:14:20","fraud_Turner LLC","travel",8.06,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",0,2.08691355651854
"4193",749826,"2019-11-17 03:49:57","fraud_Block Group","misc_pos",6.33,"M","High Rolls Mountain Park","NM",899,"Naval architect","1967-08-30",0,1.84530023615608
"4194",751180,"2019-11-17 14:56:08","fraud_Brown, Homenick and Lesch","health_fitness",18.35,"F","Florence","MS",19685,"Fine artist","1984-12-24",0,2.90962957450058
"4195",725648,"2019-11-05 22:32:16","fraud_Pollich LLC","home",28.12,"F","Cuthbert","GA",5726,"Fitness centre manager","1947-08-14",0,3.33648106694246
"4196",1032626,"2020-03-03 16:57:11","fraud_Shields-Wunsch","health_fitness",74.09,"M","Saint Bonaventure","NY",1453,"Toxicologist","1974-02-15",0,4.30528057042857
"4197",127330,"2019-03-11 12:51:05","fraud_Langworth, Boehm and Gulgowski","shopping_net",5.44,"F","Riverview","MI",15623,"Writer","1993-11-02",0,1.69377906086785
"4198",21316,"2019-01-13 20:04:22","fraud_Bechtelar-Rippin","food_dining",63.53,"M","Zaleski","OH",341,"Accounting technician","1978-12-18",0,4.15151223527844
"4199",1142058,"2020-04-20 20:50:54","fraud_Thiel Ltd","travel",1.22,"M","Mc Veytown","PA",4653,"Nutritional therapist","1997-07-01",0,0.198850858745165
"4200",956841,"2020-01-19 17:34:14","fraud_Kuhn LLC","shopping_pos",193.11,"F","Knoxville","TN",391389,"Designer, industrial/product","1994-04-22",0,5.26325997473263
"4201",230144,"2019-04-26 16:20:01","fraud_Baumbach, Hodkiewicz and Walsh","shopping_pos",184.09,"F","Oolitic","IN",1228,"Counsellor","1991-03-13",0,5.21542476845847
"4202",868045,"2019-12-19 17:04:54","fraud_Altenwerth-Kilback","home",25.97,"M","Varnell","GA",74,"Pensions consultant","1944-05-14",0,3.25694202567466
"4203",1156705,"2020-04-27 14:25:04","fraud_Thompson-Gleason","health_fitness",148.02,"F","Plantersville","AL",1412,"Drilling engineer","1970-11-20",0,4.99734739976932
"4204",668591,"2019-10-12 12:30:15","fraud_Bogisich-Weimann","kids_pets",45.28,"M","Oakland","CA",381459,"Barista","1974-01-03",0,3.81286543389493
"4205",622121,"2019-09-21 21:50:28","fraud_Daugherty LLC","kids_pets",353.1,"F","Cranks","KY",581,"Psychologist, counselling","1967-02-04",0,5.86675130293434
"4206",1036562,"2020-03-05 19:49:06","fraud_Windler LLC","kids_pets",46.33,"M","Saxon","WI",795,"Television/film/video producer","1986-04-15",0,3.83578969942856
"4207",1047530,"2020-03-10 08:28:04","fraud_Huel Ltd","misc_net",4.34,"F","Meredith","CO",61,"Public relations account executive","1939-11-04",0,1.46787434811231
"4208",1050136,"2020-03-11 07:49:56","fraud_Kuhic LLC","shopping_net",90.05,"M","West Green","GA",782,"Audiological scientist","1982-01-16",0,4.50036507162196
"4209",734854,"2019-11-10 09:38:53","fraud_O'Keefe-Hudson","grocery_pos",122.4,"M","Sontag","MS",1196,"Librarian, academic","1958-06-11",0,4.80729437007823
"4210",135338,"2019-03-15 18:29:29","fraud_Gleason-Macejkovic","shopping_net",4.95,"F","Nokomis","IL",3458,"Building surveyor","1985-12-08",0,1.5993875765806
"4211",756668,"2019-11-19 15:31:18","fraud_Graham and Sons","health_fitness",78.9,"F","Saint Louis","MO",927396,"Occupational hygienist","1960-03-12",0,4.36818122785183
"4212",1112678,"2020-04-07 16:47:48","fraud_Upton PLC","entertainment",42.92,"M","Big Indian","NY",397,"Psychiatrist","1931-09-12",0,3.7593379177625
"4213",477277,"2019-07-28 16:44:56","fraud_Schaefer Ltd","kids_pets",60.01,"F","Orient","WA",149,"Special educational needs teacher","1978-06-21",0,4.09451121500142
"4214",928351,"2020-01-03 16:08:34","fraud_Bednar Group","misc_net",86.1,"M","Hovland","MN",272,"Freight forwarder","2001-07-05",0,4.45550941143368
"4215",923040,"2019-12-31 11:53:10","fraud_Turner, Ruecker and Parisian","misc_pos",9.01,"F","Gardiner","OR",260,"Engineer, maintenance","1956-09-01",0,2.19833507162025
"4216",802062,"2019-12-04 21:27:50","fraud_Nienow, Ankunding and Collier","misc_pos",3.7,"M","Damascus","VA",3085,"Land/geomatics surveyor","1990-10-15",0,1.30833281965018
"4217",782709,"2019-11-30 20:08:11","fraud_Windler, Goodwin and Kovacek","home",39.99,"M","Kirk","CO",207,"Network engineer","1955-12-04",0,3.68862942285873
"4218",1088945,"2020-03-29 02:27:25","fraud_Rohan, White and Aufderhar","misc_net",119.09,"M","Minnesota Lake","MN",1087,"Music tutor","1963-07-14",0,4.7798795097799
"4219",37001,"2019-01-22 12:38:00","fraud_Will Ltd","food_dining",4.2,"M","Holloway","OH",128,"Child psychotherapist","1946-04-03",0,1.43508452528932
"4220",1198393,"2020-05-16 05:46:01","fraud_Bins, Balistreri and Beatty","shopping_pos",8.85,"M","Springfield","VA",104396,"Production engineer","1950-11-20",0,2.18041745901984
"4221",68260,"2019-02-10 10:51:02","fraud_Herman Inc","misc_pos",24.36,"M","Big Indian","NY",397,"Psychiatrist","1931-09-12",0,3.1929424428417
"4222",843481,"2019-12-14 11:17:46","fraud_Bins, Balistreri and Beatty","shopping_pos",3.24,"M","Seneca","WI",153,"Quantity surveyor","1962-02-14",0,1.17557332980424
"4223",485145,"2019-07-31 09:22:20","fraud_Streich, Hansen and Veum","gas_transport",54.99,"F","Enola","AR",969,"Physicist, medical","1954-01-05",0,4.00715135051972
"4224",726592,"2019-11-06 14:14:06","fraud_Gleason and Sons","kids_pets",20.38,"F","Conway","WA",85,"Research officer, political party","1984-09-01",0,3.01455402779458
"4225",1118660,"2020-04-10 21:54:15","fraud_Abshire PLC","entertainment",181.14,"M","Utica","KS",269,"Product/process development scientist","1962-11-11",0,5.1992702129468
"4226",1197980,"2020-05-15 23:12:00","fraud_Flatley-Durgan","misc_net",178.92,"F","Ranier","MN",136,"Ceramics designer","2000-02-20",0,5.18693877856465
"4227",707834,"2019-10-28 20:53:40","fraud_Thompson-Gleason","health_fitness",77.2,"M","Brooklin","ME",824,"Loss adjuster, chartered","1974-11-02",0,4.34639945703073
"4228",1218837,"2020-05-24 22:09:38","fraud_Gutmann, McLaughlin and Wiza","home",13.72,"F","North Prairie","WI",2328,"Applications developer","1942-01-06",0,2.61885462229774
"4229",1267994,"2020-06-10 17:42:13","fraud_Medhurst Inc","home",48.51,"F","Lahoma","OK",1078,"Programme researcher, broadcasting/film/video","1952-07-06",0,3.88176996225713
"4230",407230,"2019-07-03 19:49:14","fraud_Crist, Jakubowski and Littel","home",69.18,"M","New Boston","IL",1504,"Manufacturing engineer","1993-10-05",0,4.23671180350902
"4231",148994,"2019-03-21 16:09:29","fraud_Monahan, Hermann and Johns","travel",4.42,"M","Glendale","CA",172817,"Advertising account planner","1982-07-30",0,1.48613969608961
"4232",63080,"2019-02-06 18:18:33","fraud_Collier LLC","home",70.92,"M","Cass","WV",365,"Special effects artist","1970-03-14",0,4.26155248120601
"4233",805908,"2019-12-05 22:14:05","fraud_Padberg-Sauer","home",1.51,"F","Uledi","PA",328,"Tree surgeon","1983-07-25",0,0.412109650826833
"4234",559379,"2019-08-26 10:16:13","fraud_Lockman, West and Runte","grocery_pos",107.78,"F","Steuben","ME",1131,"Make","1959-05-10",0,4.68009211250535
"4235",871768,"2019-12-20 17:41:46","fraud_Koss, Hansen and Lueilwitz","home",82.82,"F","Cuthbert","GA",5726,"Fitness centre manager","1947-08-14",0,4.41666957811742
"4236",970271,"2020-01-27 09:19:47","fraud_Johns Inc","entertainment",11.04,"M","Gainesville","TX",26120,"Engineer, manufacturing","1954-01-06",0,2.40152504084895
"4237",711779,"2019-10-31 04:18:24","fraud_Nienow, Ankunding and Collier","misc_pos",7.07,"M","Big Indian","NY",397,"Psychiatrist","1931-09-12",0,1.95586047990848
"4238",786505,"2019-12-01 13:01:37","fraud_Crist, Jakubowski and Littel","home",99.63,"M","Summerfield","TX",53,"Fisheries officer","1992-06-19",0,4.60146332405677
"4239",591190,"2019-09-08 04:18:07","fraud_Stroman, Hudson and Erdman","gas_transport",56.58,"F","Mound City","MO",1631,"Architect","1953-01-20",0,4.03565556587342
"4240",1257733,"2020-06-07 17:30:38","fraud_Ziemann-Waters","health_fitness",10.75,"M","Corriganville","MD",626,"Energy engineer","1960-12-13",0,2.37490575457367
"4241",1027442,"2020-03-01 23:07:45","fraud_Goyette-Gerhold","kids_pets",27.39,"M","Marienville","PA",4172,"Copywriter, advertising","1962-03-20",0,3.31017798327499
"4242",707182,"2019-10-28 16:33:40","fraud_Frami Group","entertainment",65.25,"M","San Antonio","TX",1595797,"Land","1995-10-17",0,4.1782260462028
"4243",1169198,"2020-05-03 11:52:40","fraud_Lind, Huel and McClure","gas_transport",51.7,"F","Altona","NY",2148,"Surveyor, land/geomatics","1953-05-23",0,3.94545778151438
"4244",1024014,"2020-02-28 12:16:54","fraud_Champlin-Casper","home",10.44,"F","Montrose","NY",3487,"Race relations officer","1960-01-13",0,2.34564458245449
"4245",1088834,"2020-03-29 01:05:01","fraud_Vandervort-Funk","grocery_pos",213.49,"F","Sebring","FL",50835,"Environmental consultant","1986-01-30",0,5.36358999316423
"4246",1253677,"2020-06-06 06:09:24","fraud_Bins-Rice","gas_transport",84.14,"F","Brunson","SC",1725,"Social researcher","1974-12-05",0,4.43248207816237
"4247",754869,"2019-11-18 18:02:46","fraud_Koss, Hansen and Lueilwitz","home",70.34,"F","Fort Washakie","WY",1645,"Information systems manager","1986-02-17",0,4.25334062704584
"4248",865386,"2019-12-18 22:28:08","fraud_Bahringer, Osinski and Block","food_dining",68.34,"M","Kent","OR",60,"Museum education officer","1942-04-03",0,4.22449524668715
"4249",425649,"2019-07-10 02:38:51","fraud_Hudson-Ratke","grocery_pos",65.73,"F","Redford","MO",241,"Investment analyst","1974-10-27",0,4.18555544227548
"4250",939069,"2020-01-09 17:25:28","fraud_Schoen, Nienow and Bauch","personal_care",19.55,"F","Altair","TX",106,"Editor, film/video","1983-07-24",0,2.97297528643137
"4251",875289,"2019-12-21 13:04:23","fraud_Parisian, Schiller and Altenwerth","misc_net",1.17,"F","Mulberry Grove","IL",1810,"Race relations officer","1974-12-24",0,0.157003748809665
"4252",660988,"2019-10-08 08:54:27","fraud_Kiehn-Emmerich","grocery_pos",93.17,"F","Ford","VA",1051,"Chief Operating Officer","1976-11-21",0,4.53442578146233
"4253",607225,"2019-09-15 07:26:35","fraud_Prohaska-Murray","gas_transport",33.97,"F","East Canaan","CT",647,"Comptroller","1987-09-26",0,3.52547778217249
"4254",872779,"2019-12-20 23:15:28","fraud_O'Connell-Ullrich","home",109.02,"F","Sun City","CA",54287,"Designer, exhibition/display","1972-09-22",0,4.69153135163613
"4255",541691,"2019-08-19 21:35:36","fraud_Quitzon-Goyette","home",57.86,"M","Aledo","TX",13602,"Optometrist","1984-07-05",0,4.05802629954799
"4256",760889,"2019-11-22 01:53:44","fraud_Kassulke PLC","shopping_net",109.31,"M","Saint Bonaventure","NY",1453,"Toxicologist","1974-02-15",0,4.69418788230574
"4257",34591,"2019-01-21 12:16:28","fraud_Kerluke-Abshire","shopping_net",2.23,"F","Nobleboro","ME",1643,"Financial trader","1976-04-12",0,0.802001585472027
"4258",1096234,"2020-03-31 14:23:18","fraud_Dare-Gibson","health_fitness",8.65,"F","Gadsden","AL",67082,"Physiological scientist","1963-02-09",0,2.15755932094379
"4259",980828,"2020-02-02 18:09:46","fraud_Daugherty, Pouros and Beahan","shopping_pos",7.69,"M","Lonsdale","MN",5211,"Chief Strategy Officer","1987-01-27",0,2.03992078351755
"4260",489460,"2019-08-02 06:44:27","fraud_Tillman, Dickinson and Labadie","gas_transport",61.01,"F","Edisto Island","SC",2408,"Sales professional, IT","1997-07-05",0,4.11103778516376
"4261",1125162,"2020-04-13 14:37:56","fraud_Adams-Barrows","health_fitness",2.88,"M","Corriganville","MD",626,"Energy engineer","1960-12-13",0,1.05779029414785
"4262",403585,"2019-07-01 22:57:32","fraud_Brown-Greenholt","entertainment",3.74,"F","Lawn","PA",213,"Special educational needs teacher","1972-02-15",0,1.31908561142644
"4263",333303,"2019-06-07 20:33:57","fraud_Dibbert-Green","entertainment",8.94,"M","Amsterdam","OH",2208,"Mental health nurse","1961-09-10",0,2.19053558918542
"4264",147015,"2019-03-20 13:40:29","fraud_Dooley Inc","shopping_pos",252.11,"F","Meridian","TX",2526,"Phytotherapist","1970-11-12",0,5.52986550020606
"4265",467094,"2019-07-25 04:26:32","fraud_Pacocha-O'Reilly","grocery_pos",63.91,"M","Southfield","MI",75830,"Engineer, automotive","1974-12-28",0,4.15747584366219
"4266",1174946,"2020-05-05 10:21:12","fraud_Schmitt Inc","gas_transport",41.05,"F","Fort Washakie","WY",1645,"Information systems manager","1986-02-17",0,3.71479083589844
"4267",1178791,"2020-05-07 04:02:14","fraud_McGlynn-Heathcote","misc_net",3.03,"F","Littleton","CO",320420,"Water engineer","1975-07-31",0,1.10856261952128
"4268",235951,"2019-04-28 19:28:55","fraud_Schimmel-Olson","kids_pets",152.58,"F","Fordoche","LA",1178,"Community education officer","1951-06-13",0,5.02768904866208
"4269",278504,"2019-05-18 02:34:43","fraud_Boehm, Predovic and Reinger","misc_pos",4.51,"F","Veedersburg","IN",4049,"Development worker, community","1959-10-19",0,1.50629715351459
"4270",723982,"2019-11-04 22:14:10","fraud_Towne LLC","misc_pos",5.31,"M","Saint James City","FL",3776,"Sport and exercise psychologist","1976-09-12",0,1.66959183525385
"4271",13690,"2019-01-08 17:55:01","fraud_Lakin, Ferry and Beatty","food_dining",184.26,"M","Moorhead","MS",2870,"Chartered public finance accountant","1999-03-05",0,5.21634780368079
"4272",28098,"2019-01-17 10:38:00","fraud_Howe PLC","entertainment",2.27,"M","Emporium","PA",4533,"Public affairs consultant","1969-11-01",0,0.819779831493311
"4273",911250,"2019-12-29 08:17:59","fraud_Raynor, Reinger and Hagenes","gas_transport",67.05,"M","Norman","AR",1383,"Magazine features editor","1966-08-08",0,4.20543860972769
"4274",213967,"2019-04-19 14:04:11","fraud_Schuppe, Nolan and Hoeger","shopping_pos",8.95,"F","Red River","NM",606,"Surveyor, land/geomatics","1988-09-06",0,2.19165353228676
"4275",33754,"2019-01-21 01:29:04","fraud_Luettgen PLC","gas_transport",82.02,"M","Port Costa","CA",198,"Armed forces training and education officer","1959-03-31",0,4.40696311996391
"4276",92038,"2019-02-24 08:54:27","fraud_Schoen, Kuphal and Nitzsche","grocery_pos",65.91,"M","Matawan","NJ",30770,"Drilling engineer","1993-04-29",0,4.18829017506463
"4277",444389,"2019-07-16 17:08:27","fraud_Kihn Inc","shopping_pos",7.53,"F","Breesport","NY",520,"Psychotherapist","1991-10-13",0,2.0188950418118
"4278",838304,"2019-12-13 03:46:10","fraud_Kunze Inc","grocery_pos",138.69,"M","Dalton","WI",1628,"Civil Service fast streamer","1967-09-30",0,4.93224122666824
"4279",675189,"2019-10-14 15:53:07","fraud_Schiller, Blanda and Johnson","home",111.43,"M","Warren","MI",134056,"Doctor, hospital","1980-05-18",0,4.71339659105896
